X,Variedad,Tratat_quim_semilla,Labranza,Dehierbe,Escarda,Arreglo,Barbecho,Rastreo,Nivelacion,Trazos,Reformacion_surcos,Preparacion_suelo,Fertilizacion_quimica_suelo,Fertilizacion_quimica_foliar,Biofertilizantes,Mejoradores,Control_quimico_malezas,N,P,K,TM_Avg,TX_Avg,SD_Acu,P_Acu,D_Range,TX_34_Frec,TM_15_Frec,P_10_Frec,Rendimiento,latitud_n,longitud_w,fecha_de_siembra,Drenaje_in,Arena_prc,Arcilla_pr,Limo_prc,CE,PH,MO,CIC,SB_prc,Sloperast
515,ANTILOPE,0,Convencional,0,2,0,1,1,0,1,0,0,3,0,0,1,1,319.5,0,0,14.0925,28.65,100872.6542,427,14.5575,0.01,0.54,0.91,14,515,515,4/29/2017,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.175989114
516,P3055W,0,Convencional,1,2,0,1,1,0,1,0,0,3,0,0,1,1,322,0,0,14.08706468,28.70646766,101965.9834,430,14.61940299,0.004975124,0.552238806,0.910447761,12,516,516,4/25/2017,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.24863744
517,CIMARRON,0,Convencional,1,2,0,1,1,0,1,0,0,3,0,0,1,1,342.5,0,0,14.06084656,28.45767196,94878.6569,411,14.3968254,0.005291005,0.566137566,0.91005291,15,517,517,5/6/2017,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,7.350834355
518,ANTILOPE,0,Cero Minima,0,0,0,0,0,0,0,1,0,1,0,0,0,1,178,80,40,14.33585859,29.06060606,102045.5513,489,14.72474747,0.01010101,0.464646465,0.904040404,12.5,518,518,4/10/2017,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,1.309643973
519,CIMARRON,0,Cero Minima,0,0,0,0,0,0,0,1,0,1,0,0,0,1,127,70,35,14.305,28.9325,102033.5455,481,14.6275,0.01,0.465,0.905,12.7,519,519,4/22/2017,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.10723987
520,CIMARRON,0,Cero Minima,0,0,0,0,0,0,0,0,0,2,0,0,0,1,196,70,35,14.26237624,28.96782178,103049.2566,482,14.70544554,0.00990099,0.46039604,0.905940594,12.7,520,520,4/22/2017,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.359752111
521,CIMARRON,0,Cero Minima,0,0,0,0,0,0,0,0,0,1,0,0,0,1,231,35,35,14.32323232,28.91161616,100725.776,485,14.58838384,0.01010101,0.45959596,0.904040404,12.8,521,521,4/24/2017,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.621343766
522,CIMARRON,0,Cero Minima,0,0,0,0,0,0,0,0,0,1,0,0,0,1,229,64.6,0,13.83894231,28.57451923,103732.1977,482,14.73557692,0.009615385,0.475961538,0.908653846,12,522,522,5/6/2017,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.359752111
523,CIMARRON,1,Ag conservacion,0,0,0,0,0,0,0,0,0,2,0,1,0,2,379,92,0,14.13902439,28.81707317,101882.3886,474,14.67804878,0.019512195,0.43902439,0.902439024,14.5,523,523,5/2/2017,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.101377306
524,ANTILOPE,0,Ag conservacion,0,0,0,0,0,0,0,0,0,2,2,0,0,3,233.51615,48.36,64.27,14.24401914,29.04784689,105564.9094,470,14.80382775,0.019138756,0.449760766,0.90430622,14,524,524,4/18/2017,3,22,52,6,14,8.99375,0.72828125,37.42453125,100,0.103210148
525,BERRENDO,0,Ag conservacion,0,0,0,0,0,0,0,0,0,2,0,0,0,2,361,92,0,14.345,29.0175,101661.3798,472,14.6725,0.02,0.425,0.9,12,525,525,4/25/2017,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.342580026
526,ANTILOPE,0,Ag conservacion,0,0,0,0,0,1,1,0,0,2,2,0,0,3,222.78675,182.2,0.15,14.28680203,28.79949239,99232.34023,473,14.51269036,0.020304569,0.441624365,0.898477157,12,526,526,5/3/2017,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.742389131
527,CIMARRON,0,Ag conservacion,0,0,0,0,0,0,0,0,0,2,0,0,0,2,224,161,0,14.265,28.8275,100237.9997,465,14.5625,0.02,0.425,0.9,10,527,527,5/3/2017,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,1.251337089
528,CIMARRON,0,Ag conservacion,0,0,0,0,0,0,0,0,0,2,0,0,0,2,361,92,0,14.25628141,28.81407035,98847.99892,467,14.55778894,0.020100503,0.422110553,0.899497487,11,528,528,5/5/2017,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.036430403
529,CIMARRON,0,Ag conservacion,0,0,0,0,0,0,0,0,0,3,2,0,0,2,256.4588,138.32,0.24,14.15594059,28.86633663,102402.4177,475,14.71039604,0.014851485,0.50990099,0.900990099,12,529,529,4/25/2017,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,1.310979394
530,ANTILOPE,0,Convencional,0,0,0,0,0,0,0,0,0,2,1,0,1,1,40.1,12.3,0.1,12.57378308,27.19565217,88638.10986,422,14.62186909,0,0.641304348,0.902173913,10,530,530,6/20/2017,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.545499004
531,ASGROW PUMA,0,Convencional,0,0,0,0,0,0,0,0,1,2,1,0,1,1,40.0147,21.24,0.06,13.47077922,27.4025974,75319.94109,427,13.93181818,0,0.597402597,0.883116883,11,531,531,6/25/2017,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,1.132087295
532,ASGROW PUMA,0,Convencional,0,0,0,0,0,0,0,0,1,2,1,0,1,1,35.5,8.3,0.1,14.38961039,28.01298701,77150.47806,456,13.62337662,0,0.467532468,0.876623377,12,532,532,6/3/2017,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.547558356
533,CIMARRON,0,Convencional,0,0,0,0,0,0,0,0,1,2,1,0,1,1,54.8547,10.66,0.06,8.894153226,27.13538432,54700.50759,11,18.24123109,0,0.991071429,1,10,533,533,12/15/2017,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.235486388
534,CIMARRON,0,Convencional,0,0,0,0,0,0,0,0,1,2,1,0,1,1,18.5,9.3,6.1,13.35597826,27.7826087,90165.83975,439,14.42663043,0,0.559782609,0.902173913,11,534,534,6/5/2017,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.070434906
535,BERRENDO,0,Ag conservacion,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2.1147,1.98,0.06,13.78735632,27.99137931,82931.06737,511,14.20402299,0,0.448275862,0.879310345,14,535,535,6/13/2017,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.204780213
536,ANTILOPE,0,Cero Minima,0,0,0,0,0,0,0,1,0,1,0,0,0,1,178,80,40,14.11691542,28.68159204,100700.9708,488,14.56467662,0.009950249,0.472636816,0.905472637,12.7,536,536,5/4/2017,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,1.309643973
537,ANTILOPE,0,Cero Minima,0,0,0,0,0,0,0,1,0,1,0,0,0,1,168,60,30,14.14039409,28.75862069,102024.2673,487,14.6182266,0.009852217,0.458128079,0.906403941,12.5,537,537,5/2/2017,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.621343766
538,CIMARRON,0,Cero Minima,0,0,0,0,0,0,0,1,0,1,0,0,0,1,196,70,35,13.83009709,28.52669903,102407.2767,487,14.69660194,0.009708738,0.466019417,0.90776699,12,538,538,5/9/2017,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.253219189
539,CANGURO,0,Cero Minima,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3.3,1.3,2.1,13.78448276,28.01724138,83598.80451,559,14.23275862,0,0.454022989,0.862068966,13.5,539,539,6/14/2017,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,2.787335323
540,CIMARRON,0,Cero Minima,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3.2147,1.08,2.06,13.36082474,27.8814433,91772.6801,589,14.52061856,0,0.479381443,0.865979381,15.2,540,540,6/10/2017,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.024726856
541,P3055W,0,Convencional,0,0,0,1,1,0,1,0,0,2,3,0,0,2,271.3147,92.98,0.36,14.57514451,28.67630058,87449.21812,428,14.10115607,0.028901734,0.375722543,0.901734104,7,541,541,5/20/2017,3,21,43,17,14,7.878598485,1.254905303,30.23157197,100,0.406691833
542,DEKALB 2061,1,Convencional,0,0,0,1,1,0,1,0,0,3,1,0,0,1,358.4,92.4,0.4,14.27894737,29.52368421,100364.4462,435,15.24473684,0.031578947,0.410526316,0.910526316,12.5,542,542,3/29/2017,3,21,43,17,14,7.878598485,1.254905303,30.23157197,100,1.200653879
543,DEKALB 2061,0,Ag conservacion,0,0,0,0,0,0,0,0,0,3,0,0,0,1,216.5,70,105,14.19680851,28.59574468,94147.27251,428,14.39893617,0.031914894,0.420212766,0.909574468,9.43,543,543,5/19/2017,3,21,43,17,14,7.878598485,1.254905303,30.23157197,100,0.406691833
544,ANTILOPE,0,Cero Minima,0,0,0,0,0,0,0,1,0,1,0,0,0,1,135.8,60,30,13.96666667,28.73095238,105362.1013,483,14.76428571,0.00952381,0.471428571,0.90952381,12,544,544,4/30/2017,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,1.087703101
545,CIMARRON,0,Cero Minima,0,0,0,0,0,0,0,1,0,1,0,0,0,1,145,60,30,14.74561404,28.78654971,86655.83504,488,14.04093567,0.011695906,0.380116959,0.888888889,12.5,545,545,5/8/2017,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,1.309643973
546,CIMARRON,0,Cero Minima,0,0,0,0,0,0,0,0,0,1,1,0,0,1,3.1,1,2,13.36153846,27.87692308,92168.00873,584,14.51538462,0,0.476923077,0.871794872,11,546,546,6/9/2017,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.545478156
547,P3015W,0,Ag conservacion,0,0,0,0,0,0,0,1,0,2,1,0,0,2,329.2,77.3,44.1,14.62012987,28.23051948,76393.50059,440,13.61038961,0,0.357142857,0.88961039,7.8,547,547,6/4/2017,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.875201277
548,CIMARRON,0,Convencional,0,2,0,1,1,0,1,0,0,3,0,0,1,1,455.5,140,35,14.08457711,28.66666667,101638.1031,425,14.58208955,0.009950249,0.542288557,0.910447761,15,548,548,4/28/2017,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.158151937
549,ANTILOPE,0,Convencional,0,2,0,1,1,0,1,0,0,3,1,0,0,1,239.5,35,70,13.92201835,28.9587156,113094.5487,451,15.03669725,0.009174312,0.54587156,0.917431193,11,549,549,3/28/2017,3,14,61,7,2,8.383125,0.766875,38.875,87.515,0.113820766
550,ANTILOPE,0,Convencional,0,2,0,1,1,0,1,0,0,1,2,1,1,1,239,30,60,13.82914397,28.61443932,118011.4632,448,14.78529535,0.012987013,0.774891775,0.917748918,12,550,550,3/28/2018,3,14,61,7,2,8.383125,0.766875,38.875,87.515,0.113820766
551,ANTILOPE,0,Ag conservacion,0,0,0,0,0,0,0,1,0,3,2,0,0,2,306,69,0,14.53316327,29.07142857,99039.07674,452,14.53826531,0.020408163,0.392857143,0.908163265,14.65,551,551,4/28/2017,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.195159372
552,CIMARRON,0,Ag conservacion,0,0,0,0,0,0,0,1,0,3,1,0,0,4,249.5,63,0,14.40837696,29.03403141,98547.485,461,14.62565445,0.020942408,0.455497382,0.905759162,8,552,552,4/18/2017,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.690764503
553,DEKALB 2061,0,Ag conservacion,0,0,0,0,0,0,0,1,0,3,1,0,0,2,320,70,40,14.6005291,29.20899471,96919.49496,462,14.60846561,0.021164021,0.380952381,0.904761905,14.3,553,553,4/15/2017,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.875201277
554,ANTILOPE,0,Ag conservacion,0,0,0,0,0,0,0,1,0,3,1,0,0,2,395,69,30,14.51025641,29.03846154,98574.58513,460,14.52820513,0.020512821,0.394871795,0.907692308,11.4,554,554,4/29/2017,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.875201277
555,CIMARRON,0,Ag conservacion,0,0,0,0,0,0,0,1,0,4,0,1,0,0,320.2,0,0,13.81675393,29.09685864,100578.1721,464,15.28010471,0.005235602,0.612565445,0.905759162,7.5,555,555,3/28/2017,3,20,49,12,14,6.963227906,1.144461575,39.26217863,87.37382716,2.926081353
556,P3015W,0,Convencional,0,1,0,1,1,0,1,0,0,1,1,0,0,2,224.25,70,105,13.88135873,28.28959863,108714.1308,436,14.4082399,0.013888889,0.777777778,0.912037037,12,556,556,4/20/2018,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,1.69250661
557,P3015W,0,Convencional,0,1,1,0,1,0,1,0,0,1,1,0,0,1,249.25,30,60,13.99033816,28.68115942,104545.4065,467,14.69082126,0.004830918,0.536231884,0.90821256,12,557,557,4/25/2017,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.248557139
558,CIMARRON,0,Convencional,0,1,0,1,1,0,1,0,0,1,1,0,0,1,259.25,35,70,14.14210526,28.64736842,96824.09332,468,14.50526316,0.005263158,0.568421053,0.905263158,12,558,558,4/24/2017,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,1.45529731
559,CIMARRON,0,Convencional,0,2,0,1,1,0,1,0,0,1,1,0,0,1,259.25,35,70,13.98743719,28.80653266,102994.3058,472,14.81909548,0.005025126,0.603015075,0.909547739,12,559,559,4/5/2017,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.719750404
560,CIMARRON,0,Convencional,0,1,0,1,1,0,1,0,0,1,1,0,0,1,259.25,35,70,13.51877934,28.58920188,109937.247,457,15.07042254,0,0.708920188,0.920187793,12,560,560,4/1/2017,3,21,45,14,2,7.413026066,1.213225888,44.66512806,83.1516743,3.302449054
561,BERRENDO,0,Convencional,0,1,0,0,3,0,1,0,0,5,0,0,0,0,155.2,42,24,14.33957219,29.64705882,98072.5927,464,15.30748663,0.021390374,0.401069519,0.903743316,19.7,561,561,3/27/2017,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.620049391
562,DEKALB 2061,0,Ag conservacion,0,0,0,0,0,0,0,1,0,3,1,0,0,2,284.4,46.6,30.2,14.00746269,28.6641791,98867.10733,485,14.65671642,0.029850746,0.407960199,0.890547264,6,562,562,5/15/2017,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.074682699
563,CIMARRON,0,Convencional,2,1,0,0,2,0,1,0,0,3,0,0,0,0,122.75,0,0,13.83769634,28.36910995,96707.00284,433,14.53141361,0.02617801,0.638743455,0.905759162,10,563,563,5/11/2017,5,44,16,18,2,6.612091651,1.600220137,21.6202623,82.61506514,2.930898931
564,DEKALB 2061,1,Cero Minima,0,2,1,0,2,1,0,0,0,3,1,0,0,1,230.75,92,48,13.80898443,28.1150997,101654.5308,424,14.30611526,0.019607843,0.735294118,0.906862745,11,564,564,5/9/2018,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,1.679065214
565,CIMARRON,0,Ag conservacion,0,1,0,0,0,0,0,1,0,2,1,0,0,2,239.55,69.45,60.15,13.2604384,27.79981097,110811.8246,467,14.53937257,0.017699115,0.734513274,0.907079646,10,565,565,5/11/2018,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,3.56E-15
566,CANGURO,0,Cero Minima,0,0,0,0,0,1,1,0,0,3,1,1,1,2,240,98,30,13.62844242,27.88057399,98104.17201,377,14.25213157,0.02,0.69,0.92,12,566,566,5/23/2018,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.123663803
567,DEKALB 2069,0,Ag conservacion,0,0,0,0,0,0,0,0,1,3,1,1,0,2,271.88,104,30,13.74419049,28.23678406,106691.0384,346,14.49259357,0.009478673,0.862559242,0.933649289,16.6,567,567,4/19/2018,3,24,48,9,2,7.197488844,1.532711559,34.55572422,96.0652222,2.21705648
568,P3055W,0,Ag conservacion,0,0,0,0,0,0,0,1,1,3,3,0,0,1,269.25,52,90,13.51637591,27.752263,98085.04631,502,14.2358871,0.010204082,0.923469388,0.903061224,8.9,568,568,5/3/2018,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.37271186
569,P3055W,0,Ag conservacion,0,0,0,0,0,0,0,0,1,3,3,3,0,1,269.25,52,90,13.51637591,27.752263,98085.04631,502,14.2358871,0.010204082,0.923469388,0.903061224,10.1,569,569,5/3/2018,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.37271186
570,P3055W,0,Ag conservacion,0,0,0,0,0,0,0,1,1,3,2,0,0,1,349.5,54,72,12.66082556,27.26783499,107462.1524,522,14.60700942,0.00913242,0.95890411,0.904109589,12,570,570,5/10/2018,3,20,49,12,14,6.963227906,1.144461575,39.26217863,87.37382716,4.065870306
571,ANTILOPE,0,Convencional,0,0,0,1,2,0,1,0,0,3,2,0,0,1,339.7088,54.32,72.24,12.76098021,27.72581916,124180.2956,511,14.96483896,0.008097166,0.951417004,0.923076923,15,571,571,4/5/2018,3,24,48,9,2,7.197488844,1.532711559,34.55572422,96.0652222,0.434422309
572,ANTILOPE,0,Ag conservacion,0,0,0,0,0,0,0,1,0,3,2,0,0,1,358.9588,60.32,80.24,12.85165975,28.09874849,123799.7691,502,15.24708874,0.008298755,0.962655602,0.917012448,15,572,572,3/15/2018,3,24,48,9,2,7.197488844,1.532711559,34.55572422,96.0652222,0.385230011
573,ANTILOPE,0,Ag conservacion,0,0,0,0,0,0,0,1,1,3,2,1,0,1,358.9588,60.32,80.24,12.63556053,27.57182385,126425.514,501,14.93626332,0.007874016,0.937007874,0.92519685,7,573,573,4/13/2018,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.304190726
574,ANTILOPE,0,Ag conservacion,0,0,0,0,0,0,0,1,1,3,2,0,0,1,358.9588,60.32,80.24,12.01692041,26.63436776,104523.3207,452,14.61744735,0.004672897,0.971962617,0.920560748,13,574,574,5/28/2018,3,24,48,9,2,7.197488844,1.532711559,34.55572422,96.0652222,0.948486027
575,P3015W,0,Convencional,0,0,0,1,2,0,1,0,0,3,3,0,0,1,358.5,60,110,12.554309,27.90629626,131470.3677,495,15.35198725,0.003891051,0.972762646,0.926070039,17,575,575,3/15/2018,3,24,48,9,2,7.197488844,1.532711559,34.55572422,96.0652222,0.912745939
576,ANTILOPE,0,Convencional,0,0,0,1,2,0,1,0,0,3,2,0,0,1,317.9588,48.32,64.24,12.9702765,27.61900922,106633.8593,494,14.64873272,0.004761905,0.99047619,0.9,12,576,576,4/15/2018,3,35,48,46,1,6.322857143,0.31,19.31142857,77.62714286,0.834093074
577,P3055W,0,Convencional,0,0,0,1,2,0,1,0,0,3,3,1,0,1,358.5,60,80,12.66972182,27.56097303,124251.1953,513,14.89125121,0.008,0.936,0.924,13,577,577,4/16/2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.405328906
578,ANTILOPE,0,Convencional,0,0,0,1,2,0,1,0,0,3,2,0,0,1,358.9588,60.32,80.24,12.738525,27.54112949,121382.8013,521,14.80260449,0.008163265,0.934693878,0.92244898,13,578,578,4/20/2018,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.195868885
579,ANTILOPE,0,Cero Minima,0,0,0,0,0,0,0,1,1,3,3,1,0,1,358.9588,60.72,80.76,13.06584909,27.51065602,103257.9668,505,14.44480693,0.004854369,0.961165049,0.90776699,14,579,579,4/28/2018,3,24,48,9,2,7.197488844,1.532711559,34.55572422,96.0652222,0.365499777
580,BERRENDO,1,Ag conservacion,1,0,0,0,0,0,0,1,0,3,2,0,0,2,217,81,30,13.49278646,27.69272126,99107.52227,466,14.19993479,0.014705882,0.745098039,0.897058824,9.62,580,580,5/24/2018,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.463750278
581,CANGURO,1,Convencional,0,0,0,0,1,0,1,0,0,1,1,1,1,1,210.2,140.3,35.1,14.2591207,28.5850721,104414.4921,526,14.3259514,0.013953488,0.576744186,0.879069767,13,581,581,4/20/2018,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.251491956
582,ANTILOPE,0,Convencional,0,1,0,0,1,0,0,0,0,3,1,0,0,2,287.3,23,90,12.39732212,26.99533347,107320.1123,331,14.59801135,0,0.980861244,0.942583732,9.7,582,582,4/21/2018,5,41,14,25,2,6.476912037,1.356333333,13.58839352,88.07777778,0.604011009
583,CANGURO,1,Cero Minima,0,0,0,0,0,0,0,0,1,1,1,1,1,1,270.6,180.8,45.4,14.27363759,28.10703397,85915.88726,509,13.83339639,0.022346369,0.541899441,0.877094972,12,583,583,5/29/2018,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.13495854
584,CANGURO,1,Cero Minima,0,0,0,0,0,0,0,0,1,1,1,1,1,1,270,180,45,13.98898302,27.82296522,87478.58303,498,13.8339822,0.016759777,0.687150838,0.87150838,12,584,584,5/30/2018,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.428315703
585,CANGURO,1,Cero Minima,0,0,0,0,0,0,0,0,1,1,1,1,1,1,270.6,180.8,45.4,14.14199875,27.98247711,86830.92567,496,13.84047835,0.016853933,0.606741573,0.876404494,12.5,585,585,5/29/2018,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.6676427
586,DEKALB 2061,0,Convencional,0,0,0,1,1,0,1,0,0,3,1,0,0,2,328.5,52.5,52.5,13.7445537,27.57517799,88395.71189,435,13.83062429,0,0.738888889,0.894444444,11,586,586,6/2/2018,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.203877168
587,ANTILOPE,0,Convencional,0,1,0,1,1,0,1,0,0,3,0,0,0,1,368,0,0,13.22089442,27.50619021,103451.9689,446,14.28529579,0.009433962,0.768867925,0.910377358,11,587,587,5/23/2018,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.19244683
588,DEKALB 2061,0,Convencional,0,1,0,1,1,0,1,0,0,3,1,0,0,1,294,0,0,13.67040169,28.1622275,114825.9682,507,14.49182581,0.008695652,0.765217391,0.904347826,11.5,588,588,4/18/2018,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,2.487775085
589,DEKALB 2061,0,Convencional,0,0,0,1,1,0,1,0,0,3,1,0,0,1,225,0,0,14.20650755,29.01939213,89461.10514,433,14.81288458,0.011560694,0.716763006,0.878612717,11,589,589,4/10/2018,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.788920183
590,DEKALB 2069,0,Convencional,1,0,0,1,1,0,1,0,0,3,1,0,0,2,345,0,0,13.5766922,28.41948403,125748.8355,496,14.84279182,0.008064516,0.766129032,0.915322581,11,590,590,3/27/2018,3,20,55,6,14,8.35,1.28,39.91125,100,0.036395151
591,BERRENDO,0,Convencional,1,0,0,1,1,0,1,0,0,3,1,0,0,1,245.5,0,0,14.23569508,29.04973118,86759.641,424,14.8140361,0.011904762,0.714285714,0.875,11.3,591,591,4/12/2018,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.19244683
592,ANTILOPE Y,0,Convencional,0,0,0,1,1,1,1,0,0,3,1,0,0,2,228.2,76.3,84.1,13.80204913,28.09890876,105086.9955,395,14.29685963,0.014354067,0.779904306,0.918660287,14.81,592,592,4/28/2018,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.13994561
593,ANTILOPE Y,0,Convencional,0,0,0,1,1,1,1,0,0,2,1,0,0,2,138.2294,0.16,0.12,13.66965842,28.0198002,105065.98,394,14.35014178,0.014285714,0.79047619,0.919047619,12.8,593,593,5/2/2018,4,30,34,16,2,7.416145833,0.585,25.36802083,95.08770833,0.140408808
594,DEKALB 2061,0,Convencional,0,0,0,1,1,0,1,0,0,3,1,0,0,1,245.5,0,0,13.0943366,27.03075304,90840.79017,424,13.93641644,0,0.814814815,0.899470899,10.8,594,594,6/13/2018,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.19244683
595,ANTILOPE Y,0,Convencional,0,0,0,1,1,1,1,0,0,2,1,0,0,1,215.2294,138.16,0.12,13.64273858,28.07257725,108181.8906,383,14.42983867,0.013953488,0.804651163,0.925581395,13.7,595,595,4/26/2018,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.101956185
596,ANTILOPE,0,Convencional,1,0,0,1,1,0,1,0,0,3,0,0,0,1,255.75,0,0,13.72430344,28.11897775,111084.7303,495,14.39467432,0.00896861,0.744394619,0.905829596,12,596,596,4/25/2018,3,20,55,6,14,8.35,1.28,39.91125,100,0.098484957
597,ANTILOPE Y,0,Convencional,0,0,0,1,1,1,1,0,0,2,0,0,0,2,161,0,0,13.54457532,27.9429256,107644.1772,403,14.39835029,0.013888889,0.787037037,0.921296296,12.5,597,597,5/2/2018,3,25,49,7,25,8,1.8,28.5,100,0.093652841
598,DEKALB 2061,0,Convencional,1,0,0,1,1,1,1,0,0,3,1,0,0,1,322,0,0,13.51755313,27.89081638,113023.8407,504,14.37326325,0.008733624,0.755458515,0.903930131,11.2,598,598,4/30/2018,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.203877168
599,ANTILOPE Y,0,Convencional,0,0,0,1,1,1,1,0,0,2,1,0,0,1,224.3,161.45,0.15,13.42166875,27.87151181,110070.6025,393,14.44984305,0.013574661,0.809954751,0.92760181,13.2,599,599,5/1/2018,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.074199257
600,ANTILOPE Y,0,Convencional,0,1,0,1,1,1,1,0,0,2,0,0,0,2,138,0,0,13.47064556,27.89290734,107376.961,386,14.42226178,0.013953488,0.809302326,0.925581395,12.73,600,600,5/3/2018,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.140780673
601,ANTILOPE,0,Convencional,1,0,0,1,1,1,1,0,0,3,1,0,0,1,252,45,45,13.83512521,27.99490838,98165.04192,435,14.15978317,0.010152284,0.725888325,0.903553299,10.3,601,601,5/16/2018,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.203877168
602,ANTILOPE Y,0,Convencional,0,1,0,1,1,1,1,0,0,2,1,0,0,1,162.9934,4.668,0.12,13.42528353,27.94268493,112399.3189,393,14.5174014,0.013333333,0.813333333,0.928888889,9.5,602,602,4/26/2018,3,27,40,14,2,7.278255713,1.019558155,32.35618467,91.24216594,0.101956185
603,ANTILOPE Y,0,Convencional,0,1,0,1,1,1,1,0,0,2,1,0,0,2,224.2294,161.16,0.12,13.44915818,27.76793157,101212.5362,369,14.3187734,0.014705882,0.789215686,0.926470588,12.64,603,603,5/18/2018,4,30,34,16,2,7.416145833,0.585,25.36802083,95.08770833,0.103729006
604,ANTILOPE Y,0,Convencional,1,0,0,1,1,1,1,0,0,2,1,0,0,2,138.2,0.3,0.1,13.47413334,27.98748036,113240.4925,403,14.51334702,0.013215859,0.801762115,0.925110132,13.5,604,604,4/24/2018,4,30,34,16,2,7.416145833,0.585,25.36802083,95.08770833,0.156669598
605,ANTILOPE,0,Cero Minima,0,1,0,0,0,0,0,1,0,2,1,0,0,1,184.6147,40.08,0.06,13.43650749,27.63365067,100922.34,435,14.19714318,0.014563107,0.747572816,0.90776699,10.43,605,605,5/24/2018,3,20,55,6,14,8.35,1.28,39.91125,100,0.062131068
